,id,homeTacklesTotalHT,homeShotsTotalHT,awayDispossessedFT,awayPassSuccessFT,awayRatingsFT,awayDribbleSuccessFT,awayDribblesAttemptedHT,awayTeamLineUp,awayShotsBlockedHT,awayShotsTotalHT,homeDribbleSuccessHT,homeFoulsCommitedFT,homeAerialsTotalFT,homeRatingsHT,awayShotsOnTargetFT,awayShotsBlockedFT,homeInterceptionsHT,awayPossessionHT,homePassesKeyFT,awayShotsOnTargetHT,awayDribblesWonFT,awayTackleSuccessHT,homeCornersTotalFT,homeAerialsTotalHT,homeShotsBlockedFT,awayCornersTotalHT,homeCornersTotalHT,homeDribbleSuccessFT,homeTeamLineUp,awayPassSuccessHT,awayDribblesWonHT,homeDispossessedHT,awayAerialsTotalFT,homeShotsBlockedHT,awayPassesKeyFT,homeTackleSuccessHT,awayPassesKeyHT,homeFormation,awayInterceptionsHT,awayDispossessedHT,refereeName,homeDribblesWonHT,homePossessionFT,awayAerialsTotalHT,awayGoalHT,awayManagerName,awayInterceptionsFT,homeDribbledPastFT,homeGoalHT,awayDribbleSuccessHT,homeGoalFT,awayTacklesTotalHT,homeDribblesWonFT,awayTackleSuccessFT,awayTeam,homeDispossessedFT,awayOffsidesCaughtFT,awayDribbledPastFT,homeShotsOnTargetHT,awayFormation,awayOffsidesCaughtHT,homeDribbledPastHT,awayFoulsCommitedHT,homeShotsTotalFT,homePassSuccessFT,homeFoulsCommitedHT,awayCornersTotalFT,homeTeam,homeManagerName,awayFoulsCommitedFT,homeShotsOnTargetFT,homeDribblesAttemptedHT,awayRatingsHT,homeOffsidesCaughtHT,homeTacklesTotalFT,awayDribbledPastHT,awayGoalFT,homePassesKeyHT,homeOffsidesCaughtFT,homePossessionHT,venueName,awayDribblesAttemptedFT,homeInterceptionsFT,homePassSuccessHT,date,awayTacklesTotalFT,homeRatingsFT,homeDribblesAttemptedFT,homeTackleSuccessFT,awayPossessionFT,awayShotsTotalFT,division
842,842,12,1,9,74.24,6.65,75.93,9,"Simon Mignolet,Mamadou Sakho,Emre Can,Martin Skrtel,Lazar Markovic,Lucas Leiva,Jordan Henderson,Alberto Moreno,Steven Gerrard,Fabio Borini,Philippe Coutinho",2,8,20,12,7,5.99,4,7,6,46.6,3,2,17,91.67,6,2,2,4,2,32.14,"Costel Pantilimon,Santiago Vergini,John O'Shea,Wes Brown,Patrick van Aanholt,Liam Bridcutt,Adam Johnson,Jordi Gómez,Sebastian Larsson,Emanuele Giaccherini,Connor Wickham",80.5,5,8,7,0,15,56.67,7,4141,4,3,Craig Pawson,3,52.64,2,1,Brendan Rodgers,9,17,0,55.56,0,17,7,82.33,Liverpool,13,0,7,1,343,0,5,7,5,71.51,3,6,Sunderland,Gus Poyet,11,1,9,6.41,0,31,3,1,0,2,53.4,Stadium of Light,22,15,73.39,10-01-15,32,6.09,19,47.92,47.36,21,EPL
843,843,7,10,8,66.88,6.47,54.55,2,"Adrián,Carl Jenkinson,Winston Reid,James Tomkins,James Collins,Aaron Cresswell,Stewart Downing,Mark Noble,Kevin Nolan,Enner Valencia,Andy Carroll",0,3,52.38,9,29,6.2,5,1,8,44.21,16,1,7,47.62,4,13,11,0,2,45.61,"Lukasz Fabianski,Angel Rangel,Federico Fernández,Ashley Williams,Neil Taylor,Tom Carroll,Leon Britton,Nathan Dyer,Gylfi Sigurdsson,Wayne Routledge,Bafétimbi Gomis",66,2,0,29,6,9,71.43,3,4231,10,5,Mike Dean,5,56.37,13,1,Sam Allardyce,19,7,0,100,1,10,11,62.5,West Ham United,5,1,11,2,532,1,2,5,19,69.91,5,5,Swansea City,Garry Monk,7,3,10,6.18,2,20,5,1,7,2,55.79,Liberty Stadium,12,15,65.83,10-01-15,29,6.38,24,68.42,43.63,11,EPL
844,844,10,4,13,65.76,6.41,62.5,3,"Allan McGregor,James Chester,Curtis Davies,Alex Bruce,Maynor Figueroa,Ahmed Elmohamady,David Meyler,Jake Livermore,Stephen Quinn,Nikica Jelavic,Abel Hernández",1,7,75,5,45,6.16,2,3,6,46.82,9,2,5,70,5,24,1,2,2,50,"Ben Foster,Andre Wisdom,Joleon Lescott,Gareth McAuley,Chris Baird,Chris Brunt,Claudio Yacob,James Morrison,Stéphane Sessegnon,Brown Ideye,Saido Berahino",66.96,2,3,45,0,8,80,5,442,8,7,Neil Swarbrick,2,55.5,24,0,Steve Bruce,19,5,0,66.67,1,6,6,73.15,Hull,9,2,6,2,442,0,2,5,9,70.22,3,2,West Bromwich Albion,Tony Pulis,13,3,3,6.26,1,21,2,0,4,2,53.18,The Hawthorns,8,13,69.95,10-01-15,21,6.38,12,78.95,44.5,12,EPL
845,845,11,3,12,62.42,6.34,70,5,"Robert Green,Mauricio Isla,Richard Dunne,Steven Caulker,Clint Hill,Eduardo Vargas,Joey Barton,Karl Henry,Leroy Fer,Adel Taarabt,Charlie Austin",1,7,50,14,37,6.37,7,5,12,50.13,17,2,7,86.11,10,19,6,2,3,42.86,"Tom Heaton,Kieran Trippier,Michael Keane,Jason Shackell,Ben Mee,George Boyd,David Jones,Dean Marney,Scott Arfield,Ashley Barnes,Danny Ings",58.66,4,9,37,0,13,66.67,5,4411,3,6,Andre Marriner,4,44.25,19,1,Harry Redknapp,7,7,2,80,2,15,5,84.31,QPR,11,2,5,3,4411,0,4,5,18,53.63,4,6,Burnley,Sean Dyche,9,7,6,6.13,1,22,4,1,3,1,49.87,Turf Moor,10,19,59.57,10-01-15,20,6.68,9,68.42,55.75,17,EPL
846,846,20,3,14,61.54,6.36,62.12,15,"Tim Krul,Daryl Janmaat,Fabricio Coloccini,Mike Williamson,Paul Dummett,Vurnon Anita,Jack Colback,Rémy Cabella,Moussa Sissoko,Yoan Gouffran,Ayoze Pérez",2,9,62.5,13,28,6.28,5,4,4,37.11,8,5,19,83.33,7,16,1,2,4,70.59,"Petr Cech,Branislav Ivanovic,Kurt Zouma,John Terry,César Azpilicueta,Nemanja Matic,Cesc Fàbregas,Willian,Oscar,Eden Hazard,Diego Costa",56.6,11,10,28,0,7,57.69,5,4231,7,5,Roger East,3,60.95,16,0,John Carver,16,19,1,62.96,2,15,16,65.62,Newcastle United,19,0,16,2,4231,0,11,5,9,79.34,6,4,Chelsea,José Mourinho,13,5,5,6.27,2,43,3,0,2,7,62.89,Stamford Bridge,29,8,76.04,10-01-15,42,6.68,23,61.46,39.05,11,EPL
847,847,17,5,15,71.54,6.49,92.31,9,"Joe Hart,Pablo Zabaleta,Martín Demichelis,Eliaquim Mangala,Gaël Clichy,Fernando,Fernandinho,Jesús Navas,David Silva,Samir Nasri,Stevan Jovetic",4,11,50,9,32,6.17,2,5,6,58.63,7,0,13,60,4,14,3,5,2,47.62,"Joel Robles,Seamus Coleman,John Stones,Phil Jagielka,Leighton Baines,Muhamed Besic,Gareth Barry,Aiden McGeady,Ross Barkley,Steven Naismith,Romelu Lukaku",66.49,9,5,32,2,15,44.44,10,4231,6,8,Martin Atkinson,7,41.91,14,0,Manuel Pellegrini,6,13,0,100,1,21,12,66.07,Manchester City,11,1,12,1,4231,1,9,4,11,65.46,4,9,Everton,Roberto Martinez,10,4,16,6.27,1,29,7,1,2,3,41.37,Goodison Park,14,13,63.37,10-01-15,38,6.39,27,56.67,58.09,18,EPL
848,848,14,6,16,67.91,6.41,63.64,4,"Brad Guzan,Alan Hutton,Jores Okore,Ciaran Clark,Aly Cissokho,Carlos Sánchez,Ashley Westwood,Tom Cleverley,Gabriel Agbonlahor,Christian Benteke,Joe Cole",3,5,42.86,18,53,6.23,1,5,14,54.76,7,0,8,75,6,31,3,2,3,40.62,"Ben Hamer,Danny Simpson,Wes Morgan,Marcin Wasilewski,Paul Konchesky,Marc Albrighton,Dean Hammond,Matthew James,Anthony Knockaert,Leonardo Ulloa,David Nugent",59.14,3,5,53,1,8,83.33,3,442,7,10,Michael Oliver,3,40.74,31,0,Paul Lambert,14,8,1,75,1,12,7,74,Aston Villa,10,6,7,1,433,4,3,2,11,51.05,7,6,Leicester City,Nigel Pearson,6,3,7,6.23,0,29,3,0,2,2,45.24,King Power Stadium,13,29,54.26,10-01-15,27,6.53,17,76,59.26,12,EPL
849,849,20,6,23,66.68,6.44,56.67,7,"Hugo Lloris,Kyle Walker,Federico Fazio,Jan Vertonghen,Danny Rose,Mousa Dembélé,Benjamin Stambouli,Andros Townsend,Christian Eriksen,Nacer Chadli,Harry Kane",0,4,25,9,40,6.26,5,1,7,60.14,16,1,9,81.82,4,18,7,3,1,38.24,"Julian Speroni,Joel Ward,Damien Delaney,Scott Dann,Martin Kelly,Joe Ledley,Jason Puncheon,Barry Bannan,James McArthur,Dwight Gayle,Glenn Murray",71.66,4,3,40,0,7,80,3,4141,14,13,Anthony Taylor,3,46.13,18,0,Mauricio Pochettino,21,9,0,58.33,2,14,9,69.05,Tottenham Hotspur,4,1,9,1,4231,0,4,5,21,61.84,6,6,Crystal Palace,Alan Pardew,14,7,11,6.21,2,40,3,1,5,4,39.86,Selhurst Park,17,14,61.41,10-01-15,27,6.51,23,74.19,53.87,9,EPL
850,850,15,7,14,65.41,6.16,52.94,8,"Asmir Begovic,Geoff Cameron,Philipp Wollscheid,Ryan Shawcross,Erik Pieters,Steven N'Zonzi,Glenn Whelan,Jonathan Walters,Bojan,Marko Arnautovic,Peter Crouch",1,3,75,11,35,6.48,2,1,13,49.48,12,1,9,63.33,9,12,1,0,5,73.08,"David Ospina,Mathieu Debuchy,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Tomas Rosicky,Francis Coquelin,Alex Oxlade-Chamberlain,Santiago Cazorla,Alexis Sánchez,Olivier Giroud",55.18,5,9,35,0,6,65.38,3,4231,6,7,Jonathan Moss,7,51.69,12,0,Mark Hughes,15,9,2,62.5,3,18,22,57.69,Stoke City,19,2,22,5,4231,1,5,4,14,80.23,5,1,Arsenal,Arsène Wenger,11,6,9,6.09,2,31,7,0,7,4,50.52,Emirates Stadium,17,21,78.16,11-01-15,48,6.93,29,68.52,48.31,7,EPL
851,851,8,4,9,64.68,6.36,33.33,5,"Fraser Forster,Nathaniel Clyne,Toby Alderweireld,Jose Fonte,Ryan Bertrand,Morgan Schneiderlin,Victor Wanyama,Steven Davis,James Ward-Prowse,Graziano Pellè,Eljero Elia",0,2,37.5,9,32,6.19,1,3,11,42.34,9,0,4,70,3,13,2,2,2,50,"David de Gea,Daley Blind,Phil Jones,Chris Smalling,Michael Carrick,Antonio Valencia,Juan Mata,Wayne Rooney,Luke Shaw,Ángel Di María,Robin van Persie",68.89,1,2,32,1,7,87.5,2,3142,11,3,Phil Dowd,3,58.56,13,0,Ronald Koeman,21,4,0,20,0,10,8,61.9,Southampton,5,2,8,0,433,0,1,5,10,75.1,3,5,Manchester United,Louis van Gaal,10,0,8,6.15,2,22,3,1,4,2,57.66,Old Trafford,13,21,80.2,11-01-15,21,6.35,16,82.5,41.44,9,EPL
832,832,12,4,10,66.4,6.71,40.62,7,"Simon Mignolet,Mamadou Sakho,Emre Can,Martin Skrtel,Lazar Markovic,Lucas Leiva,Jordan Henderson,Alberto Moreno,Raheem Sterling,Fabio Borini,Philippe Coutinho",0,5,60,13,38,6.13,5,2,8,48.64,11,3,7,80.77,9,19,4,2,3,75,"Brad Guzan,Alan Hutton,Jores Okore,Nathan Baker,Aly Cissokho,Carlos Sánchez,Fabian Delph,Ashley Westwood,Tom Cleverley,Christian Benteke,Gabriel Agbonlahor",69.71,2,11,38,0,12,86.36,5,433,10,5,Mark Clattenburg,3,51.77,19,1,Brendan Rodgers,17,7,0,25,0,17,8,71.74,Liverpool,17,5,8,2,343,3,2,7,15,69.67,7,5,Aston Villa,Paul Lambert,11,4,6,6.35,0,27,3,2,4,1,51.36,Villa Park,17,15,74.65,17-01-15,29,6.27,12,74,48.23,12,EPL
833,833,13,5,12,59.99,6.38,20,7,"Julian Speroni,Joel Ward,Damien Delaney,Scott Dann,Martin Kelly,Jason Puncheon,James McArthur,Joe Ledley,Wilfried Zaha,Yaya Sanogo,Dwight Gayle",1,4,60,10,63,6.54,4,2,7,53.65,8,2,3,50,5,30,3,3,3,50,"Tom Heaton,Kieran Trippier,Michael Keane,Jason Shackell,Ben Mee,George Boyd,Dean Marney,David Jones,Scott Arfield,Danny Ings,Ashley Barnes",66.94,1,1,63,2,7,92.31,3,442,12,6,Phil Dowd,3,50.04,30,1,Alan Pardew,20,3,2,14.29,2,7,5,62.5,Crystal Palace,3,1,5,2,442,1,1,12,8,48.65,4,7,Burnley,Sean Dyche,20,4,6,6.02,0,29,3,3,5,0,46.35,Turf Moor,17,17,52.37,17-01-15,14,6.72,11,88.89,49.96,11,EPL
834,834,24,5,13,66.34,6.66,52.67,18,"Asmir Begovic,Phil Bardsley,Philipp Wollscheid,Marc Muniesa,Marc Wilson,Steven N'Zonzi,Glenn Whelan,Marko Arnautovic,Bojan,Victor Moses,Jonathan Walters",3,6,37.5,9,40,6.21,3,4,4,51.97,5,1,17,75,6,21,1,1,3,46.67,"Ben Hamer,Danny Simpson,Wes Morgan,Marcin Wasilewski,Paul Konchesky,Anthony Knockaert,Daniel Drinkwater,Andy King,Jeffrey Schlupp,Jamie Vardy,David Nugent",62.34,10,2,40,1,9,60.78,4,442,6,6,Andre Marriner,3,47.3,21,0,Mark Hughes,11,17,0,55.13,0,11,8,72.5,Stoke City,8,3,8,2,4231,2,10,4,7,63.41,2,5,Leicester City,Nigel Pearson,6,3,9,6.26,0,44,3,1,3,0,48.03,King Power Stadium,31,9,64.44,17-01-15,25,6.35,17,62.74,52.7,13,EPL
835,835,20,9,11,67.3,6.59,52.08,9,"David de Gea,Marcos Rojo,Phil Jones,Jonny Evans,Michael Carrick,Antonio Valencia,Juan Mata,Wayne Rooney,Daley Blind,Ángel Di María,Falcao",0,4,83.33,12,33,6.28,7,3,6,62.74,12,3,9,62.5,3,17,4,3,1,86.36,"Robert Green,Mauricio Isla,Richard Dunne,Nedum Onuoha,Clint Hill,Eduardo Vargas,Joey Barton,Karl Henry,Leroy Fer,Bobby Zamora,Charlie Austin",64.32,4,8,33,2,9,77.78,3,442,10,11,Neil Swarbrick,5,41.61,17,0,Louis van Gaal,26,9,0,47.62,0,14,11,65.97,Manchester United,17,2,11,2,3142,1,4,2,19,56.01,6,3,QPR,Harry Redknapp,10,4,6,6.26,0,29,5,2,5,1,37.26,Loftus Road Stadium,18,16,49.74,17-01-15,30,6.41,13,65.28,58.39,13,EPL
836,836,16,7,13,73.31,7.1,69.17,9,"Petr Cech,Branislav Ivanovic,John Terry,Gary Cahill,Filipe Luis,Nemanja Matic,Cesc Fàbregas,Willian,Oscar,Eden Hazard,Diego Costa",2,14,50,9,24,5.88,11,2,11,48.48,8,6,18,75,1,6,5,0,0,53.85,"Lukasz Fabianski,Dwight Tiendalli,Federico Fernández,Ashley Williams,Neil Taylor,Gylfi Sigurdsson,Tom Carroll,Nathan Dyer,Nélson Oliveira,Wayne Routledge,Bafétimbi Gomis",69.03,6,6,24,4,17,64.29,10,4231,6,7,Jonathan Moss,3,49.65,6,4,José Mourinho,16,18,0,62.5,0,12,7,63.16,Chelsea,6,3,7,0,4231,2,6,5,11,79.17,6,2,Swansea City,Garry Monk,13,0,6,6.67,0,39,3,5,4,0,51.52,Liberty Stadium,26,22,81.78,17-01-15,19,5.92,13,54.76,50.35,21,EPL
837,837,9,8,13,61.77,6.38,41.67,4,"Costel Pantilimon,Santiago Vergini,John O'Shea,Wes Brown,Billy Jones,Sebastian Larsson,Jack Rodwell,Patrick van Aanholt,Adam Johnson,Jermain Defoe,Steven Fletcher",1,3,55.56,14,31,6.21,4,2,6,37.83,17,1,6,68.18,6,13,11,2,4,66.67,"Hugo Lloris,Kyle Walker,Jan Vertonghen,Eric Dier,Danny Rose,Mousa Dembélé,Benjamin Stambouli,Christian Eriksen,Harry Kane,Nacer Chadli,Roberto Soldado",66.25,2,6,31,3,5,81.25,2,4231,5,5,Chris Foy,6,61.64,13,1,Gus Poyet,12,6,1,50,2,15,11,57.5,Sunderland,9,4,11,3,3412,4,2,3,26,80.1,9,6,Tottenham Hotspur,Mauricio Pochettino,8,7,10,6.11,0,27,6,1,3,3,62.17,White Hart Lane,14,11,79.62,17-01-15,24,6.44,16,82.61,38.36,8,EPL
838,838,10,7,19,65.2,6.57,42.86,1,"Fraser Forster,Nathaniel Clyne,Jose Fonte,Florin Gardos,Ryan Bertrand,Harrison Reed,Steven Davis,James Ward-Prowse,Dusan Tadic,Eljero Elia,Graziano Pellè",0,2,45.45,9,50,6.16,3,1,15,49.41,13,1,3,73.33,9,25,4,0,2,40.91,"Tim Krul,Daryl Janmaat,Fabricio Coloccini,Paul Dummett,Massadio Haidara,Vurnon Anita,Jack Colback,Rémy Cabella,Moussa Sissoko,Yoan Gouffran,Ayoze Pérez",65.34,1,11,50,1,5,90,2,4231,10,9,Robert Madley,6,58.52,25,1,Ronald Koeman,19,3,1,100,1,23,11,78.57,Southampton,21,3,11,3,4231,2,1,1,16,76.01,5,0,Newcastle United,John Carver,8,3,12,6.35,1,27,6,2,5,1,50.59,St. James' Park,8,22,71.12,17-01-15,47,6.36,26,89.13,41.48,5,EPL
839,839,25,1,16,68.2,6.95,75.75,17,"David Ospina,Héctor Bellerín,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Francis Coquelin,Alex Oxlade-Chamberlain,Santiago Cazorla,Aaron Ramsey,Alexis Sánchez,Olivier Giroud",1,3,75,12,41,6.1,3,2,9,37.46,10,1,33,69.05,16,24,5,1,3,78.57,"Joe Hart,Pablo Zabaleta,Martín Demichelis,Vincent Kompany,Gaël Clichy,Fernando,Fernandinho,Jesús Navas,David Silva,James Milner,Sergio Agüero",65.2,12,11,41,0,8,53.51,2,4231,22,8,Mike Dean,7,62.07,24,1,Arsène Wenger,39,33,0,75.64,0,20,20,53.89,Arsenal,17,0,20,0,4141,0,12,3,12,75.46,4,3,Manchester City,Manuel Pellegrini,5,4,9,6.46,2,61,7,2,1,2,62.54,Etihad Stadium,45,17,73.99,18-01-15,42,6.25,25,48.77,37.93,9,EPL
840,840,19,7,16,65.47,6.29,88.46,7,"Allan McGregor,Michael Dawson,Curtis Davies,Alex Bruce,James Chester,Ahmed Elmohamady,David Meyler,Jake Livermore,Tom Huddlestone,Stephen Quinn,Sone Aluko",2,4,71.43,5,58,6.25,3,3,4,48.29,12,1,12,54.55,4,34,4,5,2,59.09,"Adrián,Carl Jenkinson,James Tomkins,James Collins,Aaron Cresswell,Alexandre Song,Mark Noble,Stewart Downing,Kevin Nolan,Enner Valencia,Andy Carroll",66.64,6,5,58,1,7,66.67,3,4231,6,12,Martin Atkinson,5,55.23,34,0,Steve Bruce,17,12,0,85.71,3,12,15,56.55,Hull,10,2,15,2,3511,2,6,6,17,69.97,4,7,West Ham United,Sam Allardyce,14,6,7,6.22,0,30,5,0,6,1,51.71,Boleyn Ground,14,11,66.69,18-01-15,35,6.7,25,58.33,44.77,9,EPL
831,831,7,9,10,58.1,6.39,66.67,3,"Ben Foster,Andre Wisdom,Joleon Lescott,Gareth McAuley,Chris Baird,Chris Brunt,Claudio Yacob,Craig Gardner,James Morrison,Saido Berahino,Victor Anichebe",2,3,62.5,11,29,6.25,0,3,5,35.29,12,0,7,55.88,8,14,9,0,2,46.03,"Joel Robles,Seamus Coleman,John Stones,Phil Jagielka,Leighton Baines,Muhamed Besic,Gareth Barry,Steven Naismith,Ross Barkley,Kevin Mirallas,Romelu Lukaku",56.78,3,7,29,3,4,66.67,2,4231,6,4,Michael Oliver,9,64.65,14,0,Tony Pulis,12,7,0,100,0,22,13,67.78,West Bromwich Albion,11,3,13,3,451,1,3,8,17,86.15,4,1,Everton,Roberto Martinez,12,4,15,6.19,2,19,9,0,6,4,64.71,Goodison Park,9,8,86.76,19-01-15,38,6.42,27,73.33,35.35,5,EPL
820,820,25,3,13,63.5,6.86,63.33,20,"Tim Krul,Daryl Janmaat,Fabricio Coloccini,Mike Williamson,Massadio Haidara,Vurnon Anita,Jack Colback,Rémy Cabella,Moussa Sissoko,Sammy Ameobi,Ayoze Pérez",2,8,68.18,15,43,6.16,5,2,6,48.49,10,2,23,46.43,3,21,2,1,0,63.33,"Allan McGregor,Ahmed Elmohamady,Michael Dawson,Curtis Davies,Andrew Robertson,David Meyler,Tom Huddlestone,Jake Livermore,Gastón Ramírez,Nikica Jelavic,Abel Hernández",60.67,11,4,43,0,10,55.26,7,442,10,5,Phil Dowd,8,53.37,21,1,John Carver,21,23,0,58.82,0,16,10,64.81,Newcastle United,13,0,10,2,4231,0,11,6,13,67.48,11,3,Hull,Steve Bruce,13,8,12,6.34,2,49,8,3,3,4,51.51,The KC Stadium,36,13,66.61,31-01-15,29,6.17,16,54.86,46.63,12,EPL
821,821,13,11,13,45.91,6.38,33.33,7,"Adrián,Joey O'Brien,Winston Reid,James Collins,Aaron Cresswell,Alexandre Song,Morgan Amalfitano,Stewart Downing,Kevin Nolan,Enner Valencia,Andy Carroll",2,4,55,12,32,6.19,2,3,2,39.29,10,1,6,66.67,5,17,5,4,5,61.9,"Simon Mignolet,Mamadou Sakho,Emre Can,Martin Skrtel,Lazar Markovic,Lucas Leiva,Jordan Henderson,Alberto Moreno,Philippe Coutinho,Adam Lallana,Raheem Sterling",49.22,3,8,32,4,5,78.79,2,3421,9,6,Andre Marriner,6,58.74,17,0,Sam Allardyce,21,6,0,42.86,2,19,15,61.11,West Ham United,14,1,15,3,41212,1,3,5,21,70.83,6,7,Liverpool,Brendan Rodgers,12,7,11,6.3,1,32,6,0,4,1,60.71,Anfield,19,4,75.44,31-01-15,38,6.59,24,79.49,41.26,7,EPL
822,822,10,6,8,47.18,6.08,40.91,4,"Mark Schwarzer,Danny Simpson,Wes Morgan,Marcin Wasilewski,Ritchie de Laet,Jamie Vardy,Daniel Drinkwater,Andy King,Jeffrey Schlupp,Leonardo Ulloa,Andrej Kramaric",0,1,55.56,8,39,6.39,1,0,9,33.28,9,0,5,65.38,4,24,3,1,2,37.5,"David de Gea,Antonio Valencia,Marcos Rojo,Phil Jones,Luke Shaw,Daley Blind,Adnan Januzaj,Wayne Rooney,Ángel Di María,Falcao,Robin van Persie",41.69,3,5,39,1,3,70,0,41212,17,6,Martin Atkinson,5,64.61,24,0,Nigel Pearson,26,5,3,75,3,14,9,76.67,Leicester City,11,1,9,3,442,1,3,7,12,80.04,4,3,Manchester United,Louis van Gaal,12,5,9,6.05,2,19,5,1,4,3,66.72,Old Trafford,12,19,77.72,31-01-15,36,6.74,25,75,35.39,4,EPL
823,823,14,9,14,58.62,6.15,61.67,9,"Robert Green,Mauricio Isla,Richard Dunne,Nedum Onuoha,Clint Hill,Karl Henry,Eduardo Vargas,Leroy Fer,Joey Barton,Niko Kranjcar,Charlie Austin",1,2,43.75,11,40,6.28,4,4,6,43.46,10,1,13,70,3,16,1,0,3,47.78,"Asmir Begovic,Phil Bardsley,Philipp Wollscheid,Ryan Shawcross,Marc Wilson,Steven N'Zonzi,Glenn Whelan,Marko Arnautovic,Stephen Ireland,Victor Moses,Jonathan Walters",56.11,7,6,40,1,8,63.64,1,4231,6,5,Mike Dean,4,50.77,16,1,Harry Redknapp,11,13,2,66.67,3,16,9,70.45,QPR,13,2,9,2,4141,0,7,6,15,68.1,3,5,Stoke City,Mark Hughes,12,3,10,6.01,3,35,4,1,5,5,56.54,Britannia Stadium,21,12,72.46,31-01-15,32,6.53,19,67,49.23,14,EPL
824,824,6,4,8,67.36,6.29,30,3,"Tom Heaton,Kieran Trippier,Michael Keane,Jason Shackell,Ben Mee,George Boyd,David Jones,Dean Marney,Scott Arfield,Ashley Barnes,Danny Ings",1,6,50,12,42,6.42,4,2,3,47.84,6,1,4,73.33,6,25,3,0,1,61.11,"Costel Pantilimon,Anthony Réveillere,Santiago Vergini,John O'Shea,Patrick van Aanholt,Liam Bridcutt,Connor Wickham,Jordi Gómez,Sebastian Larsson,Adam Johnson,Jermain Defoe",66.56,1,5,42,2,13,90,6,4141,16,3,Lee Mason,5,51.03,25,0,Sean Dyche,23,4,2,33.33,2,14,14,64.2,Burnley,12,3,14,2,4411,2,1,5,8,60.4,8,3,Sunderland,Gus Poyet,12,3,9,6.14,2,20,5,0,4,3,52.16,Stadium of Light,12,7,59.69,31-01-15,34,6.75,22,84.38,48.97,13,EPL
825,825,18,8,16,71.65,6.81,68.18,9,"Hugo Lloris,Kyle Walker,Federico Fazio,Jan Vertonghen,Danny Rose,Paulinho,Ryan Mason,Erik Lamela,Mousa Dembélé,Christian Eriksen,Harry Kane",1,3,85.71,8,25,5.99,4,3,5,59.59,11,2,18,54.55,6,13,4,0,3,66.67,"Ben Foster,Andre Wisdom,Craig Dawson,Gareth McAuley,Joleon Lescott,Callum McManaman,Claudio Yacob,James Morrison,Chris Brunt,Victor Anichebe,Saido Berahino",73.72,7,7,25,2,8,61.54,2,442,4,9,Kevin Friend,7,43.18,13,2,Mauricio Pochettino,19,18,0,81.25,0,15,7,73.68,Tottenham Hotspur,14,1,7,3,4231,1,7,6,13,73.07,3,3,West Bromwich Albion,Tony Pulis,13,4,8,6.53,2,43,7,3,7,2,40.41,The Hawthorns,27,12,75.41,31-01-15,23,6.13,10,58.59,56.82,14,EPL
826,826,16,9,11,60.64,6.72,40.62,8,"Joel Robles,Seamus Coleman,John Stones,Phil Jagielka,Leighton Baines,Muhamed Besic,Gareth Barry,Aiden McGeady,Steven Naismith,Kevin Mirallas,Romelu Lukaku",1,4,50,12,50,6.11,2,6,11,46.12,9,1,9,70.83,6,23,5,0,4,40.91,"Julian Speroni,Joel Ward,Damien Delaney,Scott Dann,Martin Kelly,Jason Puncheon,James McArthur,Joe Ledley,Dwight Gayle,Marouane Chamakh,Yaya Sanogo",76.86,1,5,50,4,11,96.43,2,4411,7,8,Roger East,4,55.05,23,1,Roberto Martinez,19,9,0,12.5,0,13,10,71.67,Everton,10,0,10,2,4231,0,1,4,13,68.3,3,1,Crystal Palace,Alan Pardew,14,3,8,6.44,0,30,4,1,6,0,53.88,Selhurst Park,19,24,72.94,31-01-15,34,6.38,24,76,44.95,14,EPL
827,827,21,3,26,68.5,6.45,67.86,10,"Joe Hart,Bacary Sagna,Martín Demichelis,Vincent Kompany,Gaël Clichy,Fernando,Fernandinho,Jesús Navas,David Silva,James Milner,Sergio Agüero",1,6,50,12,43,6.31,5,1,7,52.21,3,3,12,64.71,1,23,0,4,1,50,"Thibaut Courtois,Branislav Ivanovic,Kurt Zouma,John Terry,César Azpilicueta,Ramires,Nemanja Matic,Willian,Oscar,Eden Hazard,Loïc Remy",65.19,5,6,43,0,9,79.41,5,4231,7,11,Mark Clattenburg,9,43.78,23,1,Manuel Pellegrini,13,12,1,50,1,24,17,65.62,Manchester City,12,3,17,2,4231,2,5,7,3,54.84,5,8,Chelsea,José Mourinho,14,2,18,6.24,1,44,9,1,3,2,47.79,Stamford Bridge,18,11,61.66,31-01-15,45,6.58,33,75,56.22,10,EPL
828,828,11,5,12,72.38,6.12,73.08,5,"Brad Guzan,Alan Hutton,Jores Okore,Ciaran Clark,Kieran Richardson,Carlos Sánchez,Fabian Delph,Tom Cleverley,Carles Gil,Christian Benteke,Andreas Weimann",2,4,42.86,6,38,6.47,2,2,9,50.43,11,1,10,77.27,7,15,2,3,5,65.79,"David Ospina,Héctor Bellerín,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Francis Coquelin,Aaron Ramsey,Theo Walcott,Santiago Cazorla,Mesut Özil,Olivier Giroud",68.13,3,8,38,1,6,70,3,4231,6,6,Anthony Taylor,4,47.33,15,0,Paul Lambert,10,10,1,60,5,16,16,52,Aston Villa,11,0,16,2,433,0,3,3,13,70.75,4,7,Arsenal,Arsène Wenger,10,8,8,6.07,3,26,4,0,5,3,49.57,Emirates Stadium,14,20,66.82,01-02-15,34,6.93,23,60.87,52.67,9,EPL
